ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,full_text,keywords
3492045642,querschããâ¼sse downsize this,michael moore,2003.0,piper,http://images.amazon.com/images/P/3492045642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg,querschããâ¼sse downsize this michael moore,"['â¼sse', 'querschã â¼sse', 'querschã', 'michael', 'downsize', 'moore', 'downsize michael', 'michael moore']"
3498020862,die korrekturen,jonathan franzen,2002.0,rowohlt reinbek,http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,die korrekturen jonathan franzen,[]
3499110695,neun erzããâ¤hlungen,jerome d salinger,1968.0,rowohlt tb,http://images.amazon.com/images/P/3499110695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg,neun erzããâ¤hlungen jerome d salinger,"['erzã', 'neun', 'hlungen', 'jerome', 'neun erzã', 'erzã hlungen', 'jerome salinger', 'salinger']"
3499151502,hebt den dachbalken hoch zimmerleute seymour wird vorgestellt,jerome d salinger,1998.0,rowohlt tb,http://images.amazon.com/images/P/3499151502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg,hebt den dachbalken hoch zimmerleute seymour wird vorgestellt jerome d salinger,"['wird', 'hebt', 'zimmerleute', 'jerome', 'seymour', 'vorgestellt', 'den dachbalken', 'salinger']"
3518111000,ulysses ããbersetzg wollschlããâ¤ger neue folge 100,james joyce,1981.0,suhrkamp,http://images.amazon.com/images/P/3518111000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg,ulysses ããbersetzg wollschlããâ¤ger neue folge 100 james joyce,"['bersetzg', '100', 'folge', '100 james', 'neue', 'wollschlã ger', 'joyce', 'ulysses']"
3548254268,eine ganz normale affããâ¤re,joanna trollope,2002.0,ullstein tb,http://images.amazon.com/images/P/3548254268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,eine ganz normale affããâ¤re joanna trollope,"['affã', 'ganz', 'joanna', 'trollope', 'normale affã', 'eine', 'ganz normale', 'joanna trollope']"
3570300099,das intimleben des adrian mole 13 34 jahre cbt ab 14 j,sue townsend,2002.0,bertelsmann mããâ¼nchen,http://images.amazon.com/images/P/3570300099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg,das intimleben des adrian mole 13 34 jahre cbt ab 14 j sue townsend,"['jahre', 'mole 13', '13 34', 'cbt ab', 'adrian', 'sue townsend', 'intimleben des', 'das intimleben']"
3596292646,das buch der lããâ¤cherlichen liebe,milan kundera,2000.0,fischer tb frankfurt,http://images.amazon.com/images/P/3596292646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg,das buch der lããâ¤cherlichen liebe milan kundera,"['lã', 'buch', 'der lã', 'das', 'liebe', 'kundera', 'milan', 'cherlichen liebe']"
0060977493,the god of small things,arundhati roy,1998.0,perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,the god of small things arundhati roy,"['things', 'roy', 'god', 'small', 'arundhati', 'god small', 'things arundhati', 'arundhati roy']"
0312872682,the james dean affair a neil gulliver amp stevie marriner novel,robert s levinson,2000.0,st martins pr,http://images.amazon.com/images/P/0312872682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg,the james dean affair a neil gulliver amp stevie marriner novel robert s levinson,"['gulliver amp', 'gulliver', 'affair', 'marriner novel', 'neil', 'levinson', 'novel robert', 'james dean']"
0316602906,the big bad wolf a novel,james patterson,2003.0,little brown,http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,the big bad wolf a novel james patterson,"['bad', 'big', 'big bad', 'patterson', 'novel james', 'wolf', 'james patterson', 'wolf novel']"
0316693006,four blind mice,james patterson,2002.0,little brown,http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,four blind mice james patterson,[]
0345311396,private screening,richard north patterson,1994.0,ballantine books,http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,private screening richard north patterson,"['north', 'richard', 'private', 'richard north', 'patterson', 'north patterson', 'screening', 'private screening']"
0345378490,congo,michael crichton,1995.0,ballantine books,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,congo michael crichton,[]
0345404793,protect and defend,richard north patterson,2001.0,ballantine books,http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,protect and defend richard north patterson,"['north', 'protect', 'richard', 'defend', 'protect defend', 'richard north', 'patterson', 'north patterson']"
0345433173,the tall pine polka,lorna landvik,1999.0,ballantine books,http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg,the tall pine polka lorna landvik,"['tall', 'lorna', 'polka', 'pine', 'landvik', 'tall pine', 'lorna landvik', 'pine polka']"
0375400117,memoirs of a geisha,arthur golden,1997.0,alfred a knopf,http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,memoirs of a geisha arthur golden,[]
0375705856,plainsong vintage contemporaries,kent haruf,2000.0,vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,plainsong vintage contemporaries kent haruf,"['vintage', 'contemporaries', 'haruf', 'kent', 'plainsong', 'plainsong vintage', 'contemporaries kent', 'kent haruf']"
0380717018,body of evidence kay scarpetta mysteries paperback,patricia d cornwell,1992.0,avon,http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,body of evidence kay scarpetta mysteries paperback patricia d cornwell,"['kay', 'body', 'cornwell', 'patricia cornwell', 'evidence', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0380718332,all that remains kay scarpetta mysteries paperback,patricia d cornwell,1993.0,avon,http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,all that remains kay scarpetta mysteries paperback patricia d cornwell,"['kay', 'remains', 'cornwell', 'remains kay', 'patricia cornwell', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0380754509,the case of the lost lookalike an avon camelot book,carol j farley,1988.0,avon books,http://images.amazon.com/images/P/0380754509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg,the case of the lost lookalike an avon camelot book carol j farley,"['case', 'avon', 'case lost', 'lookalike', 'lost', 'farley', 'book carol', 'camelot book']"
038076654X,petals on the river,kathleen e woodiwiss,1997.0,avon trade,http://images.amazon.com/images/P/038076654X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg,petals on the river kathleen e woodiwiss,[]
0380807866,the elusive flame,kathleen e woodiwiss,1999.0,avon,http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,the elusive flame kathleen e woodiwiss,[]
0385316895,legacy of silence,belva plain,1998.0,bantam dell pub group,http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg,legacy of silence belva plain,[]
0385497466,the brethren,john grisham,2000.0,doubleday,http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,the brethren john grisham,[]
0385508042,the king of torts,john grisham,2003.0,doubleday books,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,the king of torts john grisham,[]
0385509456,the curious incident of the dog in the nighttime a novel,mark haddon,2003.0,doubleday,http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,the curious incident of the dog in the nighttime a novel mark haddon,"['curious', 'incident', 'novel', 'mark', 'incident dog', 'nighttime novel', 'haddon', 'dog nighttime']"
0385511612,bleachers,john grisham,2003.0,doubleday,http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,bleachers john grisham,[]
0385730586,sisterhood of the traveling pants,ann brashares,2003.0,delacorte books for young readers,http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg,sisterhood of the traveling pants ann brashares,"['traveling', 'pants', 'ann', 'brashares', 'sisterhood', 'traveling pants', 'sisterhood traveling', 'ann brashares']"
0425164403,only love magical love,erich segal,1998.0,berkley publishing group,http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg,only love magical love erich segal,"['love', 'magical', 'erich', 'magical love', 'segal', 'love magical', 'love erich', 'erich segal']"
0440234964,all or nothing wheeler large print books,elizabeth adler,2000.0,island,http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg,all or nothing wheeler large print books elizabeth adler,"['large', 'wheeler large', 'wheeler', 'print', 'adler', 'print books', 'elizabeth adler', 'books elizabeth']"
0446605484,roses are red alex cross novels,james patterson,2001.0,warner vision,http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,roses are red alex cross novels james patterson,"['patterson', 'cross', 'red', 'alex', 'james patterson', 'novels james', 'cross novels', 'roses']"
0446610399,the rescue,nicholas sparks,2001.0,warner books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,the rescue nicholas sparks,[]
0449006522,manhattan hunt club,john saul,2002.0,ballantine books,http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,manhattan hunt club john saul,"['john', 'club', 'hunt', 'manhattan', 'saul', 'john saul', 'hunt club', 'manhattan hunt']"
0449911004,patty janes house of curl ballantine readers circle,lorna landvik,1996.0,ballantine books,http://images.amazon.com/images/P/0449911004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg,patty janes house of curl ballantine readers circle lorna landvik,"['janes', 'curl', 'house', 'patty', 'curl ballantine', 'readers circle', 'lorna landvik', 'ballantine readers']"
0451162072,pet sematary,stephen king,1994.0,signet book,http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg,pet sematary stephen king,[]
0451186648,silent snow,steve thayer,2000.0,signet book,http://images.amazon.com/images/P/0451186648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg,silent snow steve thayer,[]
0452282152,girl with a pearl earring,tracy chevalier,2001.0,plume books,http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg,girl with a pearl earring tracy chevalier,"['girl', 'earring', 'tracy', 'pearl', 'pearl earring', 'chevalier', 'girl pearl', 'tracy chevalier']"
051513290X,summer of storms,judith kelman,2002.0,jove books,http://images.amazon.com/images/P/051513290X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513290X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg,summer of storms judith kelman,[]
0553580388,the patient,michael palmer,2001.0,bantam books,http://images.amazon.com/images/P/0553580388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg,the patient michael palmer,[]
0590598848,demonas revenge gargoyles no 2,francine hughes,1995.0,scholastic,http://images.amazon.com/images/P/0590598848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg,demonas revenge gargoyles no 2 francine hughes,"['revenge', 'francine', 'francine hughes', 'hughes', 'demonas', 'gargoyles', 'demonas revenge', 'revenge gargoyles']"
0590629719,cliffords sports day,norman bridwell,1996.0,scholastic,http://images.amazon.com/images/P/0590629719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg,cliffords sports day norman bridwell,"['sports', 'day', 'cliffords', 'sports day', 'norman', 'bridwell', 'cliffords sports', 'norman bridwell']"
0671023616,postmortem kay scarpetta mysteries paperback,patricia cornwell,1998.0,pocket,http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg,postmortem kay scarpetta mysteries paperback patricia cornwell,"['kay', 'cornwell', 'patricia', 'paperback', 'postmortem', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0671027387,deception point,dan brown,2002.0,pocket,http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,deception point dan brown,[]
0684848783,tis a memoir,frank mccourt,1999.0,scribner,http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg,tis a memoir frank mccourt,[]
0786863986,a monk swimming,malachy mccourt,1998.0,hyperion,http://images.amazon.com/images/P/0786863986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg,a monk swimming malachy mccourt,[]
0803251718,crazy horse,mari sandoz,1961.0,university of nebraska press,http://images.amazon.com/images/P/0803251718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg,crazy horse mari sandoz,[]
0804117934,the silent cry william monk novels paperback,anne perry,1998.0,ivy books,http://images.amazon.com/images/P/0804117934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg,the silent cry william monk novels paperback anne perry,"['william', 'silent', 'perry', 'anne', 'monk', 'anne perry', 'novels paperback', 'monk novels']"
140003180X,the kalahari typing school for men no 1 ladies detective agency,alexander mccall smith,2004.0,anchor,http://images.amazon.com/images/P/140003180X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003180X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg,the kalahari typing school for men no 1 ladies detective agency alexander mccall smith,"['men', 'agency alexander', 'smith', 'mccall', 'ladies detective', 'kalahari', 'typing school', 'kalahari typing']"
155874262X,chicken soup for the soul chicken soup for the soul,jack canfield,1993.0,health communications,http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg,chicken soup for the soul chicken soup for the soul jack canfield,"['chicken', 'jack', 'soul', 'canfield', 'soup', 'jack canfield', 'soul jack', 'chicken soup']"
